"""HSCIC.2.2NumerTotalCostResiAndNursing""","""HSCIC.2.2DenomTotalWeeksSupportedResiAndNursing""","""HSCIC.2.2UnitCostWeeklySpendPerPersonResiAndNursing""","""HSCIC.2.2ANumerTotalCostResiNursingLessIncome""","""HSCIC.2.2ADenomTotalWeeksSupportedResiNursingExcS256""","""HSCIC.2.2AUnitCostWeeklySpendPerPersonResiNursingExcS256""","""HSCIC.2.3NumerTotalCostNursing""","""HSCIC.2.3DenomTotalWeeksSupportedNursing""","""HSCIC.2.3UnitCostWeeklySpendPerPersonNursing""","""HSCIC.2.4NumerTotalCostResi""","""HSCIC.2.4DenomTotalWeeksSupportedResi""","""HSCIC.2.4UnitCostWeeklySpendPerPersonResi""","""HSCIC.2.5NumerTotalCostResiOwnProvision""","""HSCIC.2.5DenomTotalWeeksSupportedResiOwnProvision""","""HSCIC.2.5UnitCostWeeklySpendPerPersonResiOwnProvision""","""HSCIC.2.6NumerTotalCostResiProvidedByOthers""","""HSCIC.2.6DenomTotalWeeksSupportedResiProvidedByOthers""","""HSCIC.2.6UnitCostWeeklySpendPerPersonResiProvidedByOthers""","""HSCIC.2.26NumerTotalCostHomeCare""","""HSCIC.2.26DenomOlderPeopleReceivingHomeCare""","""HSCIC.2.26UnitCostWeeklySpendPerPersonHomeCare""","""HSCIC.2.44NumerTotalCostDayCare""","""HSCIC.2.44DenomAvgClientsPerWeekDayCare""","""HSCIC.2.44UnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.31NumerTotalCostDirectPayments""","""HSCIC.2.31DenomOlderPeopleReceivingDirectPayments""","""HSCIC.2.31UnitCostWeeklySpendPerPersonDirectPayments""","""HSCIC.2.34ANumerTotalCostDayCare""","""HSCIC.2.34ADenomAvgClientsPerWeekDayCare""","""HSCIC.2.34AUnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.35NumerTotalCostDayCareOwnProvision""","""HSCIC.2.35DenomAvgClientsPerWeekDayCareOwnProvision""","""HSCIC.2.35UnitCostWeeklySpendPerPersonDayCareOwnProvision""","""HSCIC.2.36NumerTotalCostDayCareProvidedByOthers""","""HSCIC.2.36DenomTotalCostDayCareProvidedByOthers""","""HSCIC.2.36UnitCostWeeklySpendPerPersonDayCareProvidedByOthers""","""HSCIC.2.56NumerTotalCostProvidingMeals""","""HSCIC.2.56DenomNumberReceivingMeals""","""HSCIC.2.56AvgWeeklySpendPerPersonMeals""","""HSCICMaster.HSCIC.Year""","""HSCICMaster.ONS.LA.Code""","""HSCICMaster.ONS.LA.Name""",HSCICMaster.Inflation
20691.01648,36505,566.8201231,20691.01648,36505,566.8201231,864.0233281,1732,498.8953976,19826.99315,34773,570.203347,0,0,NA,19826.99315,34773,570.203347,7372.825568,700,201.9524405,927.7840858,145,121.4056875,944.7002051,80,224.3337677,927.7840858,125,145.0882546,0,0,NA,927.7840858,125,145.0882546,426.8067043,55,151.9848264,2033-34,E06000012,North East Lincolnshire,0.017
21042.76376,36505,576.4560652,21042.76376,36505,576.4560652,878.7117247,1732,507.3766194,20164.05203,34773,579.8968039,0,0,NA,20164.05203,34773,579.8968039,7498.163603,700,205.385632,943.5564152,145,123.4695842,960.7601086,80,228.1474418,943.5564152,125,147.554755,0,0,NA,943.5564152,125,147.554755,434.0624182,55,154.5685684,2034-35,E06000012,North East Lincolnshire,0.017
21400.49074,36505,586.2558183,21400.49074,36505,586.2558183,893.649824,1732,516.0020219,20506.84092,34773,589.7550495,0,0,NA,20506.84092,34773,589.7550495,7625.632384,700,208.8771878,959.5968743,145,125.5685671,977.0930305,80,232.0259483,959.5968743,125,150.0631858,0,0,NA,959.5968743,125,150.0631858,441.4414793,55,157.1962341,2035-36,E06000012,North East Lincolnshire,0.017
21766.43913,36505,596.2807928,21766.43913,36505,596.2807928,908.931236,1732,524.8256565,20857.5079,34773,599.8398609,0,0,NA,20857.5079,34773,599.8398609,7756.030698,700,212.4489877,976.0059808,145,127.7157896,993.8013213,80,235.993592,976.0059808,125,152.6292663,0,0,NA,976.0059808,125,152.6292663,448.9901286,55,159.8842897,2036-37,E06000012,North East Lincolnshire,0.0171
17693,40812,433.5,17607,40614,433.5,1649,4474,368.6,16044,36338,441.5,2931,2516,1164.9,13113,33822,387.7,6999,520,257.8,3609,370,187.6,1586,170,178.4,2679,235,221.1,2601,215,233.7,78,20,78.9,354,145,46.3,2011-12,E06000013,North Lincolnshire,1
18950,41635,455.2,18424,41468,444.3,1603,4153,386.1,17347,37482,462.8,3319,1825,1818.5,14028,35657,393.4,6631,455,281.5,2157,125,331.9,2179,190,219.4,2157,165,251.4,2077,155,261,81,10,129.4,215,90,45.3,2012-13,E06000013,North Lincolnshire,1
17637,39660,444.7,16546,39481,419.1,1467,3521,416.7,16169,36139,447.4,2292,1324,1731.5,13877,34815,398.6,6396,445,275.2,1548,75,396.8,2235,165,258.9,1548,115,263.4,1548,115,263.4,0,0,NA,106,60,33.9,2013-14,E06000013,North Lincolnshire,1
17622.8904,39660,444.34424,16532.7632,39481,418.76472,1465.8264,3521,416.36664,16156.0648,36139,447.04208,2290.1664,1324,1730.1148,13865.8984,34815,398.28112,6390.8832,445,274.97984,1546.7616,75,396.48256,2233.212,165,258.69288,1546.7616,115,263.18928,1546.7616,115,263.18928,0,0,NA,105.9152,60,33.87288,2014-15,E06000013,North Lincolnshire,-0.0008
17682.80823,39660,445.8550104,16588.97459,39481,420.18852,1470.81021,3521,417.7822866,16210.99542,36139,448.5620231,2297.952966,1324,1735.99719,13913.04245,34815,399.6352758,6412.612203,445,275.9147715,1552.020589,75,397.8306007,2240.804921,165,259.5724358,1552.020589,115,264.0841236,1552.020589,115,264.0841236,0,0,NA,106.2753117,60,33.98804779,2015-16,E06000013,North Lincolnshire,0.0034
17797.74648,39660,448.753068,16696.80293,39481,422.9197454,1480.370476,3521,420.4978714,16316.36689,36139,451.4776762,2312.88966,1324,1747.281172,14003.47723,34815,402.2329051,6454.294182,445,277.7082175,1562.108723,75,400.4164996,2255.370153,165,261.2596566,1562.108723,115,265.8006704,1562.108723,115,265.8006704,0,0,NA,106.9661012,60,34.2089701,2016-17,E06000013,North Lincolnshire,0.0065
17957.9262,39660,452.7918456,16847.07416,39481,426.7260231,1493.69381,3521,424.2823523,16463.21419,36139,455.5409753,2333.705667,1324,1763.006703,14129.50853,34815,405.8530012,6512.38283,445,280.2075914,1576.167702,75,404.0202481,2275.668484,165,263.6109935,1576.167702,115,268.1928764,1576.167702,115,268.1928764,0,0,NA,107.9287961,60,34.51685083,2017-18,E06000013,North Lincolnshire,0.009
18153.66759,39660,457.7272767,17030.70726,39481,431.3773368,1509.975073,3521,428.9070299,16642.66323,36139,460.5063719,2359.143059,1324,1782.223476,14283.52017,34815,410.276799,6583.367803,445,283.2618542,1593.34793,75,408.4240688,2300.473271,165,266.4843534,1593.34793,115,271.1161787,1593.34793,115,271.1161787,0,0,NA,109.10522,60,34.89308451,2018-19,E06000013,North Lincolnshire,0.0109
18376.95771,39660,463.3573222,17240.18496,39481,436.683278,1528.547766,3521,434.1825864,16847.36798,36139,466.1706003,2388.160518,1324,1804.144824,14459.20747,34815,415.3232036,6664.343227,445,286.745975,1612.946109,75,413.4476849,2328.769092,165,269.7621109,1612.946109,115,274.4509077,1612.946109,115,274.4509077,0,0,NA,110.4472142,60,35.32226945,2019-20,E06000013,North Lincolnshire,0.0123
18623.20894,39660,469.5663103,17471.20344,39481,442.534834,1549.030306,3521,440.000633,17073.12272,36139,472.4172864,2420.161869,1324,1828.320365,14652.96085,34815,420.8885345,6753.645426,445,290.588371,1634.559587,75,418.9878838,2359.974598,165,273.3769232,1634.559587,115,278.1285499,1634.559587,115,278.1285499,0,0,NA,111.9272069,60,35.79558786,2020-21,E06000013,North Lincolnshire,0.0134
18889.52083,39660,476.2811086,17721.04165,39481,448.8630821,1571.18144,3521,446.2926421,17317.26837,36139,479.1728536,2454.770184,1324,1854.465346,14862.49819,34815,426.9072406,6850.222555,445,294.7437848,1657.933789,75,424.9794106,2393.722234,165,277.2862132,1657.933789,115,282.1057882,1657.933789,115,282.1057882,0,0,NA,113.5277659,60,36.30746476,2021-22,E06000013,North Lincolnshire,0.0143
19170.97469,39660,483.3776971,17985.08517,39481,455.551142,1594.592043,3521,452.9424025,17575.29567,36139,486.3125291,2491.34626,1324,1882.09688,15083.94941,34815,433.2681584,6952.290872,445,299.1354671,1682.637003,75,431.3116038,2429.388696,165,281.4177778,1682.637003,115,286.3091644,1682.637003,115,286.3091644,0,0,NA,115.2193296,60,36.84844599,2022-23,E06000013,North Lincolnshire,0.0149
19466.2077,39660,490.8217136,18262.05548,39481,462.5666296,1619.148761,3521,459.9177155,17845.95522,36139,493.801742,2529.712992,1324,1911.081172,15316.24223,34815,439.9404881,7059.356151,445,303.7421533,1708.549613,75,437.9538025,2466.801282,165,285.7516116,1708.549613,115,290.7183255,1708.549613,115,290.7183255,0,0,NA,116.9937073,60,37.41591206,2023-24,E06000013,North Lincolnshire,0.0154
19773.77378,39660,498.5766967,18550.59596,39481,469.8751823,1644.731311,3521,467.1844154,18127.92132,36139,501.6038095,2569.682457,1324,1941.276254,15558.23886,34815,446.8915478,7170.893978,445,308.5412794,1735.544696,75,444.8734726,2505.776742,165,290.266487,1735.544696,115,295.3116751,1735.544696,115,295.3116751,0,0,NA,118.8422079,60,38.00708347,2024-25,E06000013,North Lincolnshire,0.0158
20092.13154,39660,506.6037815,18849.26056,39481,477.4401728,1671.211485,3521,474.7060845,18419.78085,36139,509.6796309,2611.054345,1324,1972.530802,15808.7265,34815,454.0865017,7286.345371,445,313.508794,1763.486966,75,452.0359355,2546.119747,165,294.9397775,1763.486966,115,300.0661931,1763.486966,115,300.0661931,0,0,NA,120.7555674,60,38.61899751,2025-26,E06000013,North Lincolnshire,0.0161
20421.64249,39660,514.9120835,19158.38843,39481,485.2701916,1698.619354,3521,482.4912642,18721.86525,36139,518.0383768,2653.875636,1324,2004.880307,16067.98962,34815,461.5335203,7405.841435,445,318.6503382,1792.408152,75,459.4493248,2587.876111,165,299.7767898,1792.408152,115,304.9872786,1792.408152,115,304.9872786,0,0,NA,122.7359587,60,39.25234907,2026-27,E06000013,North Lincolnshire,0.0164
20758.5996,39660,523.4081329,19474.50184,39481,493.2771498,1726.646573,3521,490.4523701,19030.77603,36139,526.58601,2697.664584,1324,2037.960832,16333.11145,34815,469.1488234,7528.037819,445,323.9080688,1821.982887,75,467.0302387,2630.576067,165,304.7231068,1821.982887,115,310.0195687,1821.982887,115,310.0195687,0,0,NA,124.7611021,60,39.90001283,2027-28,E06000013,North Lincolnshire,0.0165
21105.26821,39660,532.1490487,19799.72602,39481,501.5148782,1755.481571,3521,498.6429247,19348.58999,36139,535.3799964,2742.715583,1324,2071.994778,16605.87441,34815,476.9836088,7653.756051,445,329.3173335,1852.410001,75,474.8296437,2674.506687,165,309.8119827,1852.410001,115,315.1968955,1852.410001,115,315.1968955,0,0,NA,126.8446125,60,40.56634304,2028-29,E06000013,North Lincolnshire,0.0167
21459.83671,39660,541.0891528,20132.36142,39481,509.9403281,1784.973661,3521,507.0201258,19673.6463,36139,544.3743803,2788.793205,1324,2106.804291,16884.8531,34815,484.9969334,7782.339152,445,334.8498647,1883.530489,75,482.8067817,2719.4384,165,315.016824,1883.530489,115,320.4922034,1883.530489,115,320.4922034,0,0,NA,128.975602,60,41.24785761,2029-30,E06000013,North Lincolnshire,0.0168
21820.36197,39660,550.1794505,20470.58509,39481,518.5073256,1814.961219,3521,515.5380639,20004.16356,36139,553.5198699,2835.64493,1324,2142.198603,17168.51863,34815,493.1448819,7913.08245,445,340.4753424,1915.173801,75,490.9179356,2765.124965,165,320.3091067,1915.173801,115,325.8764724,1915.173801,115,325.8764724,0,0,NA,131.1423921,60,41.94082162,2030-31,E06000013,North Lincolnshire,0.0168
22189.12609,39660,559.4774832,20816.53798,39481,527.2700994,1845.634063,3521,524.2506572,20342.23392,36139,562.8743557,2883.56733,1324,2178.401759,17458.66659,34815,501.4790304,8046.813543,445,346.2293757,1947.540238,75,499.2144487,2811.855577,165,325.7223306,1947.540238,115,331.3837848,1947.540238,115,331.3837848,0,0,NA,133.3586985,60,42.6496215,2031-32,E06000013,North Lincolnshire,0.0169
22566.34123,39660,568.9886004,21170.41912,39481,536.2336911,1877.009842,3521,533.1629184,20688.0519,36139,572.4432198,2932.587974,1324,2215.434589,17755.46393,34815,510.0041739,8183.609374,445,352.1152751,1980.648423,75,507.7010943,2859.657122,165,331.2596102,1980.648423,115,337.0173091,1980.648423,115,337.0173091,0,0,NA,135.6257964,60,43.37466507,2032-33,E06000013,North Lincolnshire,0.017
22949.96903,39660,578.6614067,21530.31625,39481,545.3496639,1908.91901,3521,542.226688,21039.74878,36139,582.1747545,2982.44197,1324,2253.096977,18057.30681,34815,518.6742449,8322.730733,445,358.1012348,2014.319446,75,516.332013,2908.271293,165,336.8910236,2014.319446,115,342.7466034,2014.319446,115,342.7466034,0,0,NA,137.9314349,60,44.11203437,2033-34,E06000013,North Lincolnshire,0.017
23340.11851,39660,588.4986506,21896.33162,39481,554.6206082,1941.370633,3521,551.4445417,21397.42451,36139,592.0717253,3033.143483,1324,2291.399625,18364.28103,34815,527.491707,8464.217155,445,364.1889558,2048.562876,75,525.1096572,2957.711905,165,342.618171,2048.562876,115,348.5732956,2048.562876,115,348.5732956,0,0,NA,140.2762693,60,44.86193896,2034-35,E06000013,North Lincolnshire,0.017
23736.90052,39660,598.5031276,22268.56926,39481,564.0491585,1974.373933,3521,560.8190989,21761.18073,36139,602.1369447,3084.706923,1324,2330.353419,18676.47381,34815,536.459066,8608.108847,445,370.380168,2083.388445,75,534.0365213,3007.993007,165,348.4426799,2083.388445,115,354.4990416,2083.388445,115,354.4990416,0,0,NA,142.6609659,60,45.62459192,2035-36,E06000013,North Lincolnshire,0.017
24142.80152,39660,608.7375311,22649.36179,39481,573.6943991,2008.135728,3521,570.4091055,22133.29692,36139,612.4334864,3137.455411,1324,2370.202463,18995.84151,34815,545.6325161,8755.307508,445,376.7136689,2119.014388,75,543.1685459,3059.429687,165,354.4010497,2119.014388,115,360.5609753,2119.014388,115,360.5609753,0,0,NA,145.1004684,60,46.40477244,2036-37,E06000013,North Lincolnshire,0.0171
24510,49407,496.1,24492,49407,495.7,9823,18549,529.6,14687,30858,476,0,0,NA,14687,30858,476,5082,750,130.6,3961,240,320.1,747,65,221,1020,245,80.7,435,75,110.1,585,165,67.3,505,450,21.5,2011-12,E06000024,North Somerset,1
24543,52735,465.4,24532,52735,465.2,9345,18602,502.4,15197,34133,445.2,0,0,NA,15197,34133,445.2,5539,775,137.6,831,135,117.5,806,50,298,831,170,95.1,465,70,129.5,366,100,71.2,540,200,52.4,2012-13,E06000024,North Somerset,1
25373,51510,492.6,25394,51510,493,9378,17109,548.1,15996,34401,465,0,0,NA,15996,34401,465,6111,760,154.4,868,120,139.1,957,45,391.7,868,165,100.5,403,70,112.4,465,95,92.1,691,125,105.5,2013-14,E06000024,North Somerset,1
25352.7016,51510,492.20592,25373.6848,51510,492.6056,9370.4976,17109,547.66152,15983.2032,34401,464.628,0,0,NA,15983.2032,34401,464.628,6106.1112,760,154.27648,867.3056,120,138.98872,956.2344,45,391.38664,867.3056,165,100.4196,402.6776,70,112.31008,464.628,95,92.02632,690.4472,125,105.4156,2014-15,E06000024,North Somerset,-0.0008
25438.90079,51510,493.8794201,25459.95533,51510,494.280459,9402.357292,17109,549.5235692,16037.54609,34401,466.2077352,0,0,NA,16037.54609,34401,466.2077352,6126.871978,760,154.80102,870.254439,120,139.4612816,959.485597,45,392.7173546,870.254439,165,100.7610266,404.0467038,70,112.6919343,466.2077352,95,92.33920949,692.7947205,125,105.774013,2015-16,E06000024,North Somerset,0.0034
25604.25364,51510,497.0896364,25625.44504,51510,497.493282,9463.472614,17109,553.0954724,16141.79014,34401,469.2380855,0,0,NA,16141.79014,34401,469.2380855,6166.696646,760,155.8072267,875.9110929,120,140.36778,965.7222533,45,395.2700174,875.9110929,165,101.4159733,406.6730074,70,113.4244318,469.2380855,95,92.93941435,697.2978862,125,106.4615441,2016-17,E06000024,North Somerset,0.0065
25834.69192,51510,501.5634431,25856.07404,51510,501.9707216,9548.643868,17109,558.0733316,16287.06625,34401,473.4612282,0,0,NA,16287.06625,34401,473.4612282,6222.196916,760,157.2094917,883.7942927,120,141.63109,974.4137536,45,398.8274475,883.7942927,165,102.3287171,410.3330645,70,114.4452517,473.4612282,95,93.77586908,703.5735671,125,107.419698,2017-18,E06000024,North Somerset,0.009
26116.29007,51510,507.0304846,26137.90525,51510,507.4422024,9652.724086,17109,564.1563309,16464.59527,34401,478.6219556,0,0,NA,16464.59527,34401,478.6219556,6290.018862,760,158.9230752,893.4276505,120,143.1748689,985.0348635,45,403.1746667,893.4276505,165,103.4441001,414.8056949,70,115.692705,478.6219556,95,94.79802605,711.242519,125,108.5905727,2018-19,E06000024,North Somerset,0.0109
26437.52043,51510,513.2669596,26459.40148,51510,513.6837415,9771.452592,17109,571.0954538,16667.1098,34401,484.5090057,0,0,NA,16667.1098,34401,484.5090057,6367.386094,760,160.877829,904.4168106,120,144.9359198,997.1507924,45,408.1337151,904.4168106,165,104.7164625,419.9078049,70,117.1157252,484.5090057,95,95.96404177,719.990802,125,109.9262368,2019-20,E06000024,North Somerset,0.0123
26791.78321,51510,520.1447368,26813.95746,51510,520.5671037,9902.390057,17109,578.7481329,16890.44907,34401,491.0014264,0,0,NA,16890.44907,34401,491.0014264,6452.709068,760,163.0335919,916.5359959,120,146.8780611,1010.512613,45,413.6027069,916.5359959,165,106.1196631,425.5345695,70,118.685076,491.0014264,95,97.24995993,729.6386788,125,111.3992483,2020-21,E06000024,North Somerset,0.0134
27174.90571,51510,527.5828066,27197.39706,51510,528.0112132,10043.99423,17109,587.0242312,17131.98249,34401,498.0227468,0,0,NA,17131.98249,34401,498.0227468,6544.982807,760,165.3649723,929.6424606,120,148.9784174,1024.962943,45,419.5172256,929.6424606,165,107.6371743,431.6197139,70,120.3822726,498.0227468,95,98.64063436,740.0725119,125,112.9922576,2021-22,E06000024,North Somerset,0.0143
27579.8118,51510,535.4437904,27602.63827,51510,535.8785803,10193.64975,17109,595.7708922,17387.24903,34401,505.4432857,0,0,NA,17387.24903,34401,505.4432857,6642.503051,760,167.8289103,943.4941333,120,151.1981958,1040.234891,45,425.7680323,943.4941333,165,109.2409682,438.0508476,70,122.1759684,505.4432857,95,100.1103798,751.0995923,125,114.6758422,2022-23,E06000024,North Somerset,0.0149
28004.5409,51510,543.6896248,28027.7189,51510,544.1311104,10350.63195,17109,604.945764,17655.01266,34401,513.2271123,0,0,NA,17655.01266,34401,513.2271123,6744.797598,760,170.4134756,958.0239429,120,153.526648,1056.254509,45,432.32486,958.0239429,165,110.9232791,444.7968307,70,124.0574783,513.2271123,95,101.6520797,762.666526,125,116.4418502,2023-24,E06000024,North Somerset,0.0154
28447.01265,51510,552.2799208,28470.55686,51510,552.728382,10514.17194,17109,614.503907,17933.96186,34401,521.3361007,0,0,NA,17933.96186,34401,521.3361007,6851.3654,760,173.1060085,973.1607212,120,155.952369,1072.94333,45,439.1555928,973.1607212,165,112.6758669,451.8246206,70,126.0175865,521.3361007,95,103.2581825,774.7166571,125,118.2816314,2024-25,E06000024,North Somerset,0.0158
28905.00955,51510,561.1716276,28928.93283,51510,561.6273089,10683.45011,17109,624.3974199,18222.69865,34401,529.7296119,0,0,NA,18222.69865,34401,529.7296119,6961.672383,760,175.8930152,988.8286089,120,158.4632022,1090.217717,45,446.2259978,988.8286089,165,114.4899484,459.098997,70,128.0464696,529.7296119,95,104.9206393,787.1895953,125,120.1859657,2025-26,E06000024,North Somerset,0.0161
29379.05171,51510,570.3748423,29403.36732,51510,570.8379968,10858.65869,17109,634.6375376,18521.55091,34401,538.4171775,0,0,NA,18521.55091,34401,538.4171775,7075.84381,760,178.7776607,1005.045398,120,161.0619987,1108.097288,45,453.5441042,1005.045398,165,116.3675835,466.6282205,70,130.1464317,538.4171775,95,106.6413377,800.0995047,125,122.1570155,2026-27,E06000024,North Somerset,0.0164
29863.80606,51510,579.7860271,29888.52289,51510,580.2568238,11037.82656,17109,645.109057,18827.1565,34401,547.3010609,0,0,NA,18827.1565,34401,547.3010609,7192.595233,760,181.7274921,1021.628647,120,163.7195217,1126.380893,45,461.0275819,1021.628647,165,118.2876487,474.3275862,70,132.2938479,547.3010609,95,108.4009198,813.3011465,125,124.1726063,2027-28,E06000024,North Somerset,0.0165
30362.53162,51510,589.4684538,30387.66122,51510,589.9471127,11222.15826,17109,655.8823783,19141.57001,34401,556.4409887,0,0,NA,19141.57001,34401,556.4409887,7312.711574,760,184.7623412,1038.689846,120,166.4536377,1145.191454,45,468.7267425,1038.689846,165,120.2630524,482.2488568,70,134.5031551,556.4409887,95,110.2112152,826.8832756,125,126.2462888,2028-29,E06000024,North Somerset,0.0167
30872.62216,51510,599.3715238,30898.17393,51510,599.8582242,11410.69052,17109,666.9012022,19463.14839,34401,565.7891973,0,0,NA,19463.14839,34401,565.7891973,7435.565128,760,187.8663485,1056.139835,120,169.2500588,1164.430671,45,476.6013518,1056.139835,165,122.2834717,490.3506376,70,136.7628081,565.7891973,95,112.0627636,840.7749147,125,128.3672265,2029-30,E06000024,North Somerset,0.0168
31391.28221,51510,609.4409654,31417.26325,51510,609.9358424,11602.39012,17109,678.1051424,19790.12928,34401,575.2944558,0,0,NA,19790.12928,34401,575.2944558,7560.482622,760,191.0225032,1073.882984,120,172.0934598,1183.993106,45,484.6082545,1073.882984,165,124.337834,498.5885284,70,139.0604233,575.2944558,95,113.945418,854.8999332,125,130.5237959,2030-31,E06000024,North Somerset,0.0168
31921.79488,51510,619.7405177,31948.215,51510,620.2437581,11798.47051,17109,689.5651193,20124.58246,34401,585.0169321,0,0,NA,20124.58246,34401,585.0169321,7688.254779,760,194.2507835,1092.031607,120,175.0018393,1204.002589,45,492.798134,1092.031607,165,126.4391434,507.0146745,70,141.4105444,585.0169321,95,115.8710956,869.3477421,125,132.729648,2031-32,E06000024,North Somerset,0.0169
32464.46539,51510,630.2761065,32491.33465,51510,630.787902,11999.04451,17109,701.2877263,20466.70037,34401,594.9622199,0,0,NA,20466.70037,34401,594.9622199,7818.95511,760,197.5530468,1110.596144,120,177.9768705,1224.470633,45,501.1757023,1110.596144,165,128.5886088,515.6339239,70,143.8145237,594.9622199,95,117.8409042,884.1266537,125,134.9860521,2032-33,E06000024,North Somerset,0.017
33016.3613,51510,640.9908004,33043.68734,51510,641.5112963,12203.02827,17109,713.2096177,20814.63427,34401,605.0765777,0,0,NA,20814.63427,34401,605.0765777,7951.877347,760,200.9114486,1129.476278,120,181.0024773,1245.286634,45,509.6956892,1129.476278,165,130.7746152,524.3997007,70,146.2593706,605.0765777,95,119.8441996,899.1568068,125,137.2808149,2033-34,E06000024,North Somerset,0.017
33577.63944,51510,651.887644,33605.43003,51510,652.4169884,12410.47975,17109,725.3341812,21168.48305,34401,615.3628795,0,0,NA,21168.48305,34401,615.3628795,8087.059262,760,204.3269432,1148.677375,120,184.0795194,1266.456507,45,518.3605159,1148.677375,165,132.9977836,533.3144956,70,148.7457799,615.3628795,95,121.881551,914.4424725,125,139.6145888,2034-35,E06000024,North Somerset,0.017
34148.45931,51510,662.9697339,34176.72234,51510,663.5080772,12621.45791,17109,737.6648623,21528.34727,34401,625.8240485,0,0,NA,21528.34727,34401,625.8240485,8224.539269,760,207.8005012,1168.20489,120,187.2088713,1287.986267,45,527.1726447,1168.20489,165,135.258746,542.380842,70,151.2744582,625.8240485,95,123.9535373,929.9879946,125,141.9880368,2035-36,E06000024,North Somerset,0.017
34732.39797,51510,674.3065164,34761.14429,51510,674.8540653,12837.28484,17109,750.2789314,21896.482,34401,636.5256397,0,0,NA,21896.482,34401,636.5256397,8365.17889,760,211.3538898,1188.181194,120,190.410143,1310.010833,45,536.1872969,1188.181194,165,137.5716705,551.6555544,70,153.8612514,636.5256397,95,126.0731428,945.8907893,125,144.4160322,2036-37,E06000024,North Somerset,0.0171
23859,43173,552.6,19920,43173,461.4,6846,12210,560.7,17013,30963,549.5,3008,2800,1074.3,14005,28163,497.3,9385,1080,167.4,3858,315,234.8,554,60,177.6,818,310,50.7,190,40,93.7,628,270,44.6,0,0,NA,2011-12,E08000022,North Tyneside,1
21329,40818,522.5,19105,40818,468.1,5954,10387,573.2,15375,30431,505.2,1322,1286,1028.2,14053,29145,482.2,8133,1010,154.7,708,150,91.4,478,85,109.4,708,150,92,0,0,NA,708,150,92,345,200,33.2,2012-13,E08000022,North Tyneside,1
19149,39452,485.4,16928,39452,429.1,5140,10511,489,14009,28941,484.1,954,1243,767.5,13055,27698,471.3,8158,1065,147.2,689,150,88.9,615,75,155.6,689,180,72.8,0,0,NA,689,180,72.8,280,0,NA,2013-14,E08000022,North Tyneside,1
19133.6808,39452,485.01168,16914.4576,39452,428.75672,5135.888,10511,488.6088,13997.7928,28941,483.71272,953.2368,1243,766.886,13044.556,27698,470.92296,8151.4736,1065,147.08224,688.4488,150,88.82888,614.508,75,155.47552,688.4488,180,72.74176,0,0,NA,688.4488,180,72.74176,279.776,0,NA,2014-15,E08000022,North Tyneside,-0.0008
19198.73531,39452,486.6607197,16971.96676,39452,430.2144928,5153.350019,10511,490.2700699,14045.3853,28941,485.3573432,956.4778051,1243,769.4934124,13088.90749,27698,472.5240981,8179.18861,1065,147.5823196,690.7895259,150,89.13089819,616.5973272,75,156.0041368,690.7895259,180,72.98908198,0,0,NA,690.7895259,180,72.98908198,280.7272384,0,NA,2015-16,E08000022,North Tyneside,0.0034
19323.52709,39452,489.8240144,17082.28454,39452,433.0108871,5186.846794,10511,493.4568254,14136.6803,28941,488.512166,962.6949109,1243,774.4951196,13173.98539,27698,475.5955047,8232.353336,1065,148.5416047,695.2796578,150,89.71024903,620.6052098,75,157.0181637,695.2796578,180,73.46351102,0,0,NA,695.2796578,180,73.46351102,282.5519654,0,NA,2016-17,E08000022,North Tyneside,0.0065
19497.43884,39452,494.2324305,17236.0251,39452,436.907985,5233.528415,10511,497.8979368,14263.91042,28941,492.9087755,971.3591651,1243,781.4655757,13292.55126,27698,479.8758642,8306.444516,1065,149.8784791,701.5371748,150,90.51764127,626.1906567,75,158.4313271,701.5371748,180,74.12468262,0,0,NA,701.5371748,180,74.12468262,285.0949331,0,NA,2017-18,E08000022,North Tyneside,0.009
19709.96092,39452,499.619564,17423.89777,39452,441.6702821,5290.573875,10511,503.3250243,14419.38705,28941,498.2814811,981.94698,1243,789.9835504,13437.44007,27698,485.1065112,8396.984761,1065,151.5121546,709.18393,150,91.50428356,633.0161349,75,160.1582286,709.18393,180,74.93264166,0,0,NA,709.18393,180,74.93264166,288.2024679,0,NA,2018-19,E08000022,North Tyneside,0.0109
19952.39344,39452,505.7648846,17638.21172,39452,447.1028265,5355.647934,10511,509.5159221,14596.74551,28941,504.4103433,994.0249278,1243,799.7003481,13602.72058,27698,491.0733213,8500.267674,1065,153.3757541,717.9068923,150,92.62978625,640.8022333,75,162.1281748,717.9068923,180,75.85431315,0,0,NA,717.9068923,180,75.85431315,291.7473583,0,NA,2019-20,E08000022,North Tyneside,0.0123
20219.75551,39452,512.5421341,17874.56375,39452,453.0940044,5427.413616,10511,516.3434355,14792.3419,28941,511.1694419,1007.344862,1243,810.4163328,13784.99703,27698,497.6537038,8614.171261,1065,155.4309892,727.5268447,150,93.87102538,649.3889833,75,164.3006923,727.5268447,180,76.87076095,0,0,NA,727.5268447,180,76.87076095,295.6567729,0,NA,2020-21,E08000022,North Tyneside,0.0134
